title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Assistant Manager - Category Quality Assurance,Unilever,Nan,onsite,NaN,"Horana South, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Distribution and Supply Chain'}, {'Industries': 'Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing'}]",2023-09-11,https://lk.linkedin.com/jobs/view/assistant-manager-category-quality-assurance-at-unilever-3714184375?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=rUByaWversXlldg0d%2Beamg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Managers,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/project-managers-at-codegen-international-3621778845?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=VBMfIpf3SaKaBxiyJqo93Q%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
"General Manager - Amangalla, Sri Lanka",AMAN,Nan,onsite,NaN,"Galle, Southern Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Hospitality'}]",2023-09-13,https://lk.linkedin.com/jobs/view/general-manager-amangalla-sri-lanka-at-aman-3704931572?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=sU26f3dqX35edkUQLubujw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Accounting Bookkeeper IV,University of Rochester,Nan,onsite,NaN,"Nordwood Group, Uva Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Accounting/Auditing and Finance'}, {'Industries': 'Higher Education'}]",2023-08-01,https://lk.linkedin.com/jobs/view/accounting-bookkeeper-iv-at-university-of-rochester-3705085644?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=sZTXHR5936VVtEYfBma6Gw%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Head ILETS Operations,IDP Education Ltd,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Education Administration Programs'}]",2023-05-12,https://lk.linkedin.com/jobs/view/head-ilets-operations-at-idp-education-ltd-3627310175?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=9y%2Frs5LYnbKTGlyIfQfZ1g%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Part Time - Social Media Executive,MOSIACHR PEO (Private) Limited,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing and Sales'}, {'Industries': 'Outsourcing/Offshoring'}]",2023-09-12,https://lk.linkedin.com/jobs/view/part-time-social-media-executive-at-mosiachr-peo-private-limited-3714632520?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=j9KGEfJMPuxYRVgSMMLkHQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Global Payroll Support,IFS,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Software Development'}]",2023-08-09,https://lk.linkedin.com/jobs/view/junior-global-payroll-support-at-ifs-3708840215?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=ARoz2R%2FIHkOPemvR%2F5bmZw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Analysts,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/business-analysts-at-codegen-international-3621779744?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=I4uCGztMYGe2BwKoCWHqyA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Virtual Assistant,The Conscious Consultancy (TCC) 🌐,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative'}, {'Industries': 'Technology, Information and Internet'}]",2023-08-09,https://lk.linkedin.com/jobs/view/virtual-assistant-at-the-conscious-consultancy-tcc-%F0%9F%8C%90-3689175453?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=BXo%2BYF9%2BjglOZzQXy2lIqQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Sales Executive,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Sales and Business Development'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/sales-executive-at-codegen-international-3621778887?refId=IzJrhdl0WbnCCjCEG3IOfQ%3D%3D&trackingId=0kzfUuCeO3Knz9OpkhaSjA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
VENDEDORES/AS (M/F) JD SPORTS COLOMBO SETEMBRO 2023,JD Sports Fashion,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Part-time'}, {'Job function': 'Other'}, {'Industries': 'Retail'}]",2023-08-18,https://lk.linkedin.com/jobs/view/vendedores-as-m-f-jd-sports-colombo-setembro-2023-at-jd-sports-fashion-3711619317?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=o%2BVPqinOuYi%2BTob%2BzVLKrg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
General Maintenance Worker,Alhambra Elementary School District,Nan,onsite,NaN,"Office Junction, Central Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Education Administration Programs'}]",2023-09-08,https://lk.linkedin.com/jobs/view/general-maintenance-worker-at-alhambra-elementary-school-district-3715517046?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=fhInVbwe7y8O0aVp%2B3K1AA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Content Writer,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing, Public Relations, and Writing/Editing'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/content-writer-at-codegen-international-3621782247?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=KMGIJuk4VHsqNURwBHazCQ%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Work Based Learning Coordinator (CTE),Salt Lake City School District,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Internship'}, {'Job function': 'Education and Training'}, {'Industries': 'Primary and Secondary Education'}]",2023-08-08,https://lk.linkedin.com/jobs/view/work-based-learning-coordinator-cte-at-salt-lake-city-school-district-3688617246?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=vcagcXW37tVSUfVo0bh%2FNg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
ESPRO 034714-JOVEM APRENDIZ SANEPAR COLOMBO,Espro,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Philanthropic Fundraising Services'}]",2023-09-05,https://lk.linkedin.com/jobs/view/espro-034714-jovem-aprendiz-sanepar-colombo-at-espro-3710649161?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=ba5v6cQPjc68CY6U4s2lPw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Talent and HR Generalist,Sydpro - Sri Lanka,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Outsourcing and Offshoring Consulting'}]",2023-08-22,https://lk.linkedin.com/jobs/view/talent-and-hr-generalist-at-sydpro-sri-lanka-3697136086?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=mgDKjWiGRgjFuSWfm1Cg2w%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Country Manager - Sri Lanka,International Water Management Institute (IWMI),Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Sales and Business Development'}, {'Industries': 'Technology, Information and Internet'}]",2023-08-15,https://lk.linkedin.com/jobs/view/country-manager-sri-lanka-at-international-water-management-institute-iwmi-3694895806?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=wm1az4JunMGc5%2B6oDTisrw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Commis Chef - Beer House,RHR,Nan,onsite,NaN,"Glasgow State, Central Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Staffing and Recruiting'}]",2023-08-29,https://lk.linkedin.com/jobs/view/commis-chef-beer-house-at-rhr-3704089915?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=s5KBmblHEModm3bxwplqrg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Coordinator,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/project-coordinator-at-codegen-international-3621782243?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=p9tPgqvmtcTi578RBFwkYw%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Country Head,On Device Solutions Ltd.,Nan,onsite,NaN,"Mount Lavinia, Western Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development and Sales'}, {'Industries': 'Information Services and Software Development'}]",2023-05-16,https://lk.linkedin.com/jobs/view/country-head-at-on-device-solutions-ltd-3606456080?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=q9GzGLWdModfhKWvT1hJSg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Packaging Supervisor,Jobskey Search and Selection,Nan,onsite,NaN,"Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Staffing and Recruiting'}]",2023-04-09,https://lk.linkedin.com/jobs/view/packaging-supervisor-at-jobskey-search-and-selection-3597755565?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=3NFSeyNr7TmepG4RL0b%2F6w%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
MEP ENGINEER - TURNKEY PROJECTS,OREL Corporation,Nan,onsite,NaN,"Meegoda, Western Province, Sri Lanka",[{'Employment type': 'Full-time'}],2023-09-09,https://lk.linkedin.com/jobs/view/mep-engineer-turnkey-projects-at-orel-corporation-3708990136?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=%2B7A4gZGcp9nD5PKniRVVLQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Site Engineer,Global HR Solutions (Pvt) Ltd,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Construction, Leasing Non-residential Real Estate, and Facilities Services'}]",2023-08-28,https://lk.linkedin.com/jobs/view/site-engineer-at-global-hr-solutions-pvt-ltd-3702357996?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=miGJp1k2iT%2BWpKQ2UH13MA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Videographer/Photographer Urgent Hiring for Qatar office,Record on Studio,Nan,onsite,"LKR1,440,000.00
            -
            LKR1,680,000.00","Gampaha, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing, Public Relations, and Writing/Editing'}, {'Industries': 'Advertising Services, Online Audio and Video Media, and Book and Periodical Publishing'}]",2023-05-05,https://lk.linkedin.com/jobs/view/videographer-photographer-urgent-hiring-for-qatar-office-at-record-on-studio-3597006860?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=%2BubClhhucYJ80%2FYVC7SlbA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Executive - HR & Operations,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Software Development'}]",2023-08-22,https://lk.linkedin.com/jobs/view/senior-executive-hr-operations-at-codegen-international-3697107909?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=Q46dwHMnnM6zDoeW3J8srg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Project Managers,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Project Management and Information Technology'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/project-managers-at-codegen-international-3621778845?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=o9vzpKsFaZ91iSsvENOZFw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
"General Manager - Amangalla, Sri Lanka",AMAN,Nan,onsite,NaN,"Galle, Southern Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Hospitality'}]",2023-09-13,https://lk.linkedin.com/jobs/view/general-manager-amangalla-sri-lanka-at-aman-3704931572?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=Zha%2F1y7YemrLtqZVWpxMmA%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Accounting Bookkeeper IV,University of Rochester,Nan,onsite,NaN,"Nordwood Group, Uva Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Accounting/Auditing and Finance'}, {'Industries': 'Higher Education'}]",2023-08-01,https://lk.linkedin.com/jobs/view/accounting-bookkeeper-iv-at-university-of-rochester-3705085644?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=%2BI8v2LFPodebktKAJIDFLw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Head ILETS Operations,IDP Education Ltd,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Management and Manufacturing'}, {'Industries': 'Education Administration Programs'}]",2023-05-12,https://lk.linkedin.com/jobs/view/head-ilets-operations-at-idp-education-ltd-3627310175?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=%2Bst0%2FWAlKPjUWVeqzJNiZA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Part Time - Social Media Executive,MOSIACHR PEO (Private) Limited,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Marketing and Sales'}, {'Industries': 'Outsourcing/Offshoring'}]",2023-09-12,https://lk.linkedin.com/jobs/view/part-time-social-media-executive-at-mosiachr-peo-private-limited-3714632520?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=KNqSR19jmlXdkGHsrjl5Jw%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Global Payroll Support,IFS,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Software Development'}]",2023-08-09,https://lk.linkedin.com/jobs/view/junior-global-payroll-support-at-ifs-3708840215?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=gyfT2DwV8sSaOb6f2nD73g%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Analysts,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Research, Analyst, and Information Technology'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/business-analysts-at-codegen-international-3621779744?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=0STnVvdPgD5cRt1XwYuvig%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Virtual Assistant,The Conscious Consultancy (TCC) 🌐,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative'}, {'Industries': 'Technology, Information and Internet'}]",2023-08-09,https://lk.linkedin.com/jobs/view/virtual-assistant-at-the-conscious-consultancy-tcc-%F0%9F%8C%90-3689175453?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=2V1GfXQUV%2FB7OmkDb1CNSw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Sales Executive,CodeGen International,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Sales and Business Development'}, {'Industries': 'Software Development'}]",2023-05-31,https://lk.linkedin.com/jobs/view/sales-executive-at-codegen-international-3621778887?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=oQh5DO75eSDk%2FQQNbTCtGw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Principal HR & Payroll Support Officer,Burman Recruitment,Nan,onsite,NaN,"Devon, Central Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Education and Training'}, {'Industries': 'Staffing and Recruiting'}]",2023-08-31,https://lk.linkedin.com/jobs/view/principal-hr-payroll-support-officer-at-burman-recruitment-3706353359?refId=DGcQQE%2Bufe%2FH%2Bm%2BI5Dvblg%3D%3D&trackingId=Lu2C%2BmBssDnFF0wft1EZWQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Brand Executive,Fonterra,Nan,onsite,NaN,"Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Contract'}, {'Job function': 'Marketing'}, {'Industries': 'Dairy Product Manufacturing and Food and Beverage Manufacturing'}]",2023-09-08,https://lk.linkedin.com/jobs/view/brand-executive-at-fonterra-3714786146?refId=KO%2BavoXbiha0BQc623tZBw%3D%3D&trackingId=eG9DvkL%2FElp1QQOK8xZ0Ng%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
VENDEDORES/AS (M/F) JD SPORTS COLOMBO SETEMBRO 2023,JD Sports Fashion,Nan,onsite,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Part-time'}, {'Job function': 'Other'}, {'Industries': 'Retail'}]",2023-08-18,https://lk.linkedin.com/jobs/view/vendedores-as-m-f-jd-sports-colombo-setembro-2023-at-jd-sports-fashion-3711619317?refId=KO%2BavoXbiha0BQc623tZBw%3D%3D&trackingId=eeXULuGyZ%2BvJ9rZkcE%2F1ag%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
